core_diameter_mm,shell_thickness_mm,energy_density_wh_per_l,reserve_fraction,round_trip_efficiency,active_duty_cycle,load_power_mw,storage_volume_l,usable_energy_wh,required_energy_wh,margin_wh,status
10,1.0,25,0.4,0.75,0.5,10,0.0003811799086355615,0.004288273972150067,0.003,0.0012882739721500665,PASS
10,1.0,25,0.4,0.9,0.1,10,0.0003811799086355615,0.00514592876658008,0.0006,0.00454592876658008,PASS
10,1.0,25,0.4,0.9,0.25,10,0.0003811799086355615,0.00514592876658008,0.0015,0.00364592876658008,PASS
10,1.0,25,0.4,0.9,0.5,10,0.0003811799086355615,0.00514592876658008,0.003,0.00214592876658008,PASS
10,1.0,50,0.1,0.6,0.1,10,0.0003811799086355615,0.01029185753316016,0.0006,0.00969185753316016,PASS
10,1.0,50,0.1,0.6,0.25,10,0.0003811799086355615,0.01029185753316016,0.0015,0.00879185753316016,PASS
10,1.0,50,0.1,0.6,0.5,10,0.0003811799086355615,0.01029185753316016,0.003,0.00729185753316016,PASS
10,1.0,50,0.1,0.75,0.1,10,0.0003811799086355615,0.012864821916450199,0.0006,0.012264821916450199,PASS
10,1.0,50,0.1,0.75,0.25,10,0.0003811799086355615,0.012864821916450199,0.0015,0.0113648219164502,PASS
10,1.0,50,0.1,0.75,0.5,10,0.0003811799086355615,0.012864821916450199,0.003,0.0098648219164502,PASS
10,1.0,50,0.1,0.9,0.1,10,0.0003811799086355615,0.01543778629974024,0.0006,0.01483778629974024,PASS
10,1.0,50,0.1,0.9,0.25,10,0.0003811799086355615,0.01543778629974024,0.0015,0.01393778629974024,PASS
10,1.0,50,0.1,0.9,0.5,10,0.0003811799086355615,0.01543778629974024,0.003,0.012437786299740239,PASS
10,1.0,50,0.2,0.6,0.1,10,0.0003811799086355615,0.009148317807253475,0.0006,0.008548317807253476,PASS
10,1.0,50,0.2,0.6,0.25,10,0.0003811799086355615,0.009148317807253475,0.0015,0.007648317807253476,PASS
10,1.0,50,0.2,0.6,0.5,10,0.0003811799086355615,0.009148317807253475,0.003,0.006148317807253475,PASS
10,1.0,50,0.2,0.75,0.1,10,0.0003811799086355615,0.011435397259066844,0.0006,0.010835397259066844,PASS
10,1.0,50,0.2,0.75,0.25,10,0.0003811799086355615,0.011435397259066844,0.0015,0.009935397259066845,PASS
10,1.0,50,0.2,0.75,0.5,10,0.0003811799086355615,0.011435397259066844,0.003,0.008435397259066845,PASS
10,1.0,50,0.2,0.9,0.1,10,0.0003811799086355615,0.013722476710880213,0.0006,0.013122476710880213,PASS
10,1.0,50,0.2,0.9,0.25,10,0.0003811799086355615,0.013722476710880213,0.0015,0.012222476710880214,PASS
10,1.0,50,0.2,0.9,0.5,10,0.0003811799086355615,0.013722476710880213,0.003,0.010722476710880214,PASS
10,1.0,50,0.3,0.6,0.1,10,0.0003811799086355615,0.008004778081346791,0.0006,0.007404778081346791,PASS
10,1.0,50,0.3,0.6,0.25,10,0.0003811799086355615,0.008004778081346791,0.0015,0.006504778081346791,PASS
10,1.0,50,0.3,0.6,0.5,10,0.0003811799086355615,0.008004778081346791,0.003,0.005004778081346791,PASS
10,1.0,50,0.3,0.75,0.1,10,0.0003811799086355615,0.01000597260168349,0.0006,0.00940597260168349,PASS
10,1.0,50,0.3,0.75,0.25,10,0.0003811799086355615,0.01000597260168349,0.0015,0.00850597260168349,PASS
10,1.0,50,0.3,0.75,0.5,10,0.0003811799086355615,0.01000597260168349,0.003,0.0070059726016834896,PASS
10,1.0,50,0.3,0.9,0.1,10,0.0003811799086355615,0.012007167122020187,0.0006,0.011407167122020187,PASS
10,1.0,50,0.3,0.9,0.25,10,0.0003811799086355615,0.012007167122020187,0.0015,0.010507167122020187,PASS
10,1.0,50,0.3,0.9,0.5,10,0.0003811799086355615,0.012007167122020187,0.003,0.009007167122020186,PASS
10,1.0,50,0.4,0.6,0.1,10,0.0003811799086355615,0.006861238355440107,0.0006,0.006261238355440107,PASS
10,1.0,50,0.4,0.6,0.25,10,0.0003811799086355615,0.006861238355440107,0.0015,0.005361238355440107,PASS
10,1.0,50,0.4,0.6,0.5,10,0.0003811799086355615,0.006861238355440107,0.003,0.0038612383554401065,PASS
10,1.0,50,0.4,0.75,0.1,10,0.0003811799086355615,0.008576547944300133,0.0006,0.007976547944300133,PASS
10,1.0,50,0.4,0.75,0.25,10,0.0003811799086355615,0.008576547944300133,0.0015,0.007076547944300134,PASS
10,1.0,50,0.4,0.75,0.5,10,0.0003811799086355615,0.008576547944300133,0.003,0.005576547944300133,PASS
10,1.0,50,0.4,0.9,0.1,10,0.0003811799086355615,0.01029185753316016,0.0006,0.00969185753316016,PASS
10,1.0,50,0.4,0.9,0.25,10,0.0003811799086355615,0.01029185753316016,0.0015,0.00879185753316016,PASS
10,1.0,50,0.4,0.9,0.5,10,0.0003811799086355615,0.01029185753316016,0.003,0.00729185753316016,PASS
10,1.0,100,0.1,0.6,0.1,10,0.0003811799086355615,0.02058371506632032,0.0006,0.01998371506632032,PASS
10,1.0,100,0.1,0.6,0.25,10,0.0003811799086355615,0.02058371506632032,0.0015,0.01908371506632032,PASS
10,1.0,100,0.1,0.6,0.5,10,0.0003811799086355615,0.02058371506632032,0.003,0.01758371506632032,PASS
10,1.0,100,0.1,0.75,0.1,10,0.0003811799086355615,0.025729643832900398,0.0006,0.025129643832900398,PASS
10,1.0,100,0.1,0.75,0.25,10,0.0003811799086355615,0.025729643832900398,0.0015,0.024229643832900397,PASS
10,1.0,100,0.1,0.75,0.5,10,0.0003811799086355615,0.025729643832900398,0.003,0.0227296438329004,PASS
10,1.0,100,0.1,0.9,0.1,10,0.0003811799086355615,0.03087557259948048,0.0006,0.03027557259948048,PASS
10,1.0,100,0.1,0.9,0.25,10,0.0003811799086355615,0.03087557259948048,0.0015,0.029375572599480478,PASS
10,1.0,100,0.1,0.9,0.5,10,0.0003811799086355615,0.03087557259948048,0.003,0.02787557259948048,PASS
10,1.0,100,0.2,0.6,0.1,10,0.0003811799086355615,0.01829663561450695,0.0006,0.01769663561450695,PASS
